 -0.885000000000000     
  1.608232-141  1.864895-146  7.680513-146  1.304802-145  2.702765-145  4.624874-145  5.481873-145  7.412591-145
  2.323844E-48  3.468350E-48  3.239107E-48  3.515585E-48  2.890882E-48  2.584299E-48  2.558670E-48  2.421457E-48
  2.042900E-48  2.256083E-48  2.197625E-48  2.182673E-48  2.076987E-48  2.181214E-48  2.393130E-48  2.713189E-48
  2.385115E-48  2.409692E-48  2.287179E-48  2.289836E-48  2.331147E-48  2.351241E-48  2.299265E-48  2.358672E-48
  2.237314E-48  2.674619E-48  2.717872E-48  3.250854E-48  3.177546E-48  3.330549E-48  4.855402E-48  6.651766E-48
  4.173189E-48  7.450904E-48  5.644584E-48  3.606557E-48  3.669180E-48  3.467562E-48  2.925147E-48  3.280343E-48
  2.698469E-48  2.948347E-48  2.751134E-48  2.754407E-48  2.735181E-48  2.603148E-48  2.916133E-48  3.110467E-48
  2.493999E-48  2.855923E-48  2.831665E-48  2.674489E-48  2.689445E-48  2.703842E-48  3.896472E-48  4.787847E-48
  2.603331E-48  3.876758E-48  3.539599E-48  2.886108E-48  2.818709E-48  3.239655E-48  3.888540E-48  4.070000E-48
  3.030438E-48  4.641255E-48  4.173947E-48  3.191807E-48  2.983306E-48  3.214366E-48  3.341952E-48  3.369075E-48
  2.657949E-48  3.571703E-48  3.284905E-48  3.103828E-48  2.868769E-48  2.948189E-48  3.055689E-48  3.433876E-48
  2.851326E-48  3.310038E-48  3.198837E-48  3.370046E-48  3.189268E-48  3.251430E-48  3.412857E-48  3.646631E-48
  3.665340E-48  4.276593E-48  4.123500E-48  4.289760E-48  4.903611E-48  6.135314E-48  6.976889E-48  7.798581E-48
  0.819999999999996     
  1.074676E-15  2.842762E-16  8.383560E-16  6.920484E-16  8.393898E-16  6.174808E-16  3.337945E-16  2.545859E-16
  2.111116E-16  2.326441E-16  1.980478E-16  1.681417E-16  1.334841E-16  1.025390E-16  6.676026E-17  3.667335E-17
  2.041209E-17  1.047672E-17  4.513620E-18  1.738516E-18  6.732792E-19  2.256450E-19  6.291206E-20  1.786702E-20
  4.306571E-21  1.021085E-21  1.868789E-22  3.232451E-23  4.996156E-24  6.864604E-25  8.100168E-26  8.300363E-27
  8.173228E-28  7.398331E-29  7.099471E-30  8.037818E-31  1.285765E-31  2.563591E-32  6.482388E-33  1.839100E-33
  6.117538E-34  2.111526E-34  7.575657E-35  2.940861E-35  1.172833E-35  5.283693E-36  2.203570E-36  1.052436E-36
  4.934339E-37  2.431781E-37  1.224958E-37  6.000235E-38  3.266683E-38  1.721430E-38  9.350439E-39  5.140195E-39
  3.002241E-39  1.751912E-39  9.828976E-40  5.862264E-40  3.580906E-40  2.109425E-40  1.314231E-40  8.023436E-41
  5.115464E-41  3.312169E-41  2.027690E-41  1.353819E-41  8.674626E-42  5.931109E-42  3.838924E-42  2.575096E-42
  1.814014E-42  1.201383E-42  8.502181E-43  5.743783E-43  4.095858E-43  2.881037E-43  2.023191E-43  1.453754E-43
  1.052198E-43  7.698298E-44  5.585355E-44  4.092661E-44  2.993730E-44  2.262881E-44  1.685611E-44  1.248287E-44
  9.484960E-45  7.185902E-45  5.478763E-45  4.180774E-45  3.219272E-45  2.497791E-45  1.963794E-45  1.533577E-45
  1.221625E-45  9.771398E-46  7.774666E-46  6.109575E-46  4.908968E-46  4.006308E-46  3.210151E-46  2.611156E-46
  2.091519E-46  1.771952E-46  1.437892E-46  1.197885E-46  9.968156E-47  8.415307E-47  7.064091E-47  5.927191E-47
  5.039471E-47  4.396190E-47  3.757638E-47  3.195278E-47  2.812990E-47  2.526423E-47  2.231162E-47  2.061976E-47
  1.773872E-47  1.657204E-47  1.534043E-47  1.563514E-47  1.454848E-47  1.580839E-47  1.621859E-47  1.730430E-47
  1.123151E-47  2.081518E-47  1.760739E-47  1.359842E-47  1.095287E-47  1.009586E-47  9.003254E-48  8.417717E-48
  6.925752E-48  9.070250E-48  7.870340E-48  6.050929E-48  5.637268E-48  5.663552E-48  6.187771E-48  7.057192E-48
  4.661659E-48  7.629501E-48  6.031122E-48  4.801426E-48  4.211098E-48  4.510557E-48  4.833063E-48  5.201339E-48
  3.745527E-48  4.993408E-48  4.474617E-48  4.087207E-48  4.420831E-48  4.784733E-48  6.108584E-48  6.641179E-48
  3.989674E-48  6.353875E-48  5.686306E-48  6.267504E-48  5.140902E-48  4.516414E-48  4.596291E-48  4.468228E-48
  3.697793E-48  3.997725E-48  3.920832E-48  3.842445E-48  3.705547E-48  3.870359E-48  4.242466E-48  4.740402E-48
  3.465459E-48  4.210236E-48  4.067755E-48  4.007642E-48  4.090437E-48  4.129071E-48  4.065031E-48  4.195628E-48
  3.834179E-48  4.717211E-48  4.860146E-48  5.791839E-48  5.713598E-48  6.004035E-48  8.946982E-48  1.186936E-47
  6.579448E-48  1.352955E-47  9.817053E-48  6.212745E-48  6.402428E-48  6.159489E-48  5.278740E-48  5.814436E-48
  4.458200E-48  5.221738E-48  4.918393E-48  4.827177E-48  4.885367E-48  4.688816E-48  5.148316E-48  5.550730E-48
  4.344269E-48  5.078330E-48  5.055346E-48  4.767228E-48  4.608795E-48  4.793013E-48  6.976044E-48  8.460795E-48
  4.278821E-48  6.999219E-48  6.244185E-48  5.033039E-48  4.892917E-48  5.732222E-48  6.715251E-48  7.372451E-48
  5.092216E-48  8.452919E-48  7.648085E-48  5.602384E-48  5.282271E-48  5.629541E-48  5.896074E-48  5.941249E-48
  4.759042E-48  6.325714E-48  5.870894E-48  5.500512E-48  4.976328E-48  5.297774E-48  5.448316E-48  6.189257E-48
  5.047003E-48  5.857295E-48  5.725622E-48  5.915614E-48  5.507425E-48  5.704431E-48  6.044364E-48  6.558050E-48
  6.470498E-48  7.750055E-48  7.507637E-48  7.838561E-48  8.509798E-48  1.141952E-47  1.237143E-47  1.433240E-47
  0.829999999999996     
  1.910930E-15  5.137212E-16  1.508037E-15  1.241443E-15  1.495914E-15  1.094145E-15  5.900866E-16  4.508149E-16
  3.751289E-16  4.141759E-16  3.509861E-16  2.965447E-16  2.334932E-16  1.779369E-16  1.145883E-16  6.228470E-17
  3.429067E-17  1.735016E-17  7.376538E-18  2.801763E-18  1.068617E-18  3.518506E-19  9.635592E-20  2.683634E-20
  6.337274E-21  1.468800E-21  2.620986E-22  4.413257E-23  6.639248E-24  8.857943E-25  1.011633E-25  1.002846E-26
  9.595731E-28  8.566403E-29  8.336809E-30  9.817629E-31  1.649668E-31  3.409107E-32  8.864918E-33  2.536438E-33
  8.579211E-34  2.942825E-34  1.078475E-34  4.228550E-35  1.696883E-35  7.648027E-36  3.226551E-36  1.529452E-36
  7.232532E-37  3.570618E-37  1.791613E-37  8.929238E-38  4.811023E-38  2.524304E-38  1.383908E-38  7.601464E-39
  4.431217E-39  2.600538E-39  1.459888E-39  8.717046E-40  5.321633E-40  3.122424E-40  1.964674E-40  1.192775E-40
  7.663012E-41  4.979480E-41  3.028384E-41  2.040440E-41  1.294146E-41  8.872428E-42  5.770805E-42  3.861764E-42
  2.701714E-42  1.800168E-42  1.281339E-42  8.692002E-43  6.194325E-43  4.353256E-43  3.061446E-43  2.209448E-43
  1.593672E-43  1.163927E-43  8.453648E-44  6.228065E-44  4.550152E-44  3.435638E-44  2.557588E-44  1.892222E-44
  1.440926E-44  1.094816E-44  8.380561E-45  6.419360E-45  4.940975E-45  3.846892E-45  2.992859E-45  2.340274E-45
  1.853611E-45  1.481591E-45  1.179563E-45  9.267186E-46  7.514964E-46  6.090916E-46  4.895496E-46  3.977351E-46
  3.205670E-46  2.714268E-46  2.193583E-46  1.824952E-46  1.527991E-46  1.294584E-46  1.078026E-46  9.119704E-47
  7.821624E-47  6.797851E-47  5.817547E-47  4.995456E-47  4.434737E-47  3.976910E-47  3.501961E-47  3.246137E-47
  2.827979E-47  2.640723E-47  2.455655E-47  2.534010E-47  2.380387E-47  2.612605E-47  2.697867E-47  2.917065E-47
  2.408411E-47  3.679855E-47  3.049978E-47  2.358255E-47  1.856465E-47  1.731446E-47  1.510187E-47  1.434365E-47
  1.176799E-47  1.547534E-47  1.346827E-47  1.013902E-47  9.984111E-48  9.536759E-48  1.057424E-47  1.222996E-47
  8.622742E-48  1.338363E-47  1.039670E-47  8.295412E-48  7.303338E-48  7.838115E-48  8.336453E-48  9.162755E-48
  6.808967E-48  8.881901E-48  8.009866E-48  7.308051E-48  7.977342E-48  8.369619E-48  1.102153E-47  1.187859E-47
  8.292773E-48  1.103031E-47  1.003821E-47  1.098425E-47  9.103435E-48  7.980187E-48  8.001623E-48  7.886599E-48
  6.388071E-48  7.153153E-48  6.977223E-48  6.867071E-48  6.665969E-48  7.018682E-48  7.548287E-48  8.793429E-48
  6.590528E-48  7.444330E-48  7.520339E-48  7.136730E-48  7.495923E-48  7.427345E-48  7.421577E-48  7.598832E-48
  6.815301E-48  8.434916E-48  8.537686E-48  1.022221E-47  1.040551E-47  1.073013E-47  1.591483E-47  2.153001E-47
  1.507914E-47  2.374364E-47  1.745580E-47  1.125206E-47  1.157238E-47  1.090787E-47  9.421728E-48  1.023664E-47
  7.999715E-48  9.313217E-48  8.655798E-48  8.712667E-48  8.629403E-48  8.389829E-48  9.166279E-48  9.755791E-48
  8.695395E-48  9.160696E-48  9.097702E-48  8.644427E-48  8.265387E-48  8.539427E-48  1.242238E-47  1.502222E-47
  7.901792E-48  1.245690E-47  1.121828E-47  9.162701E-48  8.827856E-48  1.027606E-47  1.215715E-47  1.280762E-47
  1.161587E-47  1.495527E-47  1.350031E-47  1.008705E-47  9.522726E-48  1.013340E-47  1.055506E-47  1.070013E-47
  8.690624E-48  1.130918E-47  1.053609E-47  9.746088E-48  8.989829E-48  9.538521E-48  9.764047E-48  1.087277E-47
  9.950962E-48  1.037450E-47  9.958095E-48  1.050371E-47  9.914561E-48  1.027794E-47  1.099504E-47  1.156343E-47
  1.136152E-47  1.365157E-47  1.334215E-47  1.386297E-47  1.618743E-47  1.928440E-47  2.216627E-47  2.452247E-47
  0.839999999999996     
  3.387316E-15  9.254019E-16  2.703719E-15  2.219694E-15  2.657136E-15  1.932520E-15  1.040025E-15  7.959642E-16
  6.645817E-16  7.349497E-16  6.198908E-16  5.211508E-16  4.069474E-16  3.076397E-16  1.959409E-16  1.053731E-16
  5.737953E-17  2.861733E-17  1.200576E-17  4.496123E-18  1.688730E-18  5.461991E-19  1.468956E-19  4.011477E-20
  9.278790E-21  2.101674E-21  3.655685E-22  5.989788E-23  8.768662E-24  1.135611E-24  1.255064E-25  1.203919E-26
  1.121022E-27  9.906094E-29  9.837207E-30  1.207297E-30  2.129497E-31  4.554612E-32  1.213184E-32  3.493767E-33
  1.200963E-33  4.101586E-34  1.532015E-34  6.080061E-35  2.455910E-35  1.103455E-35  4.710782E-36  2.219385E-36
  1.061399E-36  5.231714E-37  2.605532E-37  1.322613E-37  7.087346E-38  3.708804E-38  2.042480E-38  1.123712E-38
  6.559455E-39  3.836980E-39  2.173291E-39  1.287369E-39  7.826571E-40  4.643993E-40  2.903625E-40  1.770041E-40
  1.135764E-40  7.432810E-41  4.540204E-41  3.047994E-41  1.937811E-41  1.318173E-41  8.655542E-42  5.771396E-42
  4.018549E-42  2.737624E-42  1.931713E-42  1.313423E-42  9.380944E-43  6.567560E-43  4.608749E-43  3.350272E-43
  2.386210E-43  1.753336E-43  1.263639E-43  9.323509E-44  6.834046E-44  5.135905E-44  3.843433E-44  2.879426E-44
  2.173700E-44  1.674443E-44  1.286288E-44  9.803105E-45  7.567894E-45  5.841505E-45  4.547253E-45  3.560884E-45
  2.806123E-45  2.250012E-45  1.812447E-45  1.418336E-45  1.155155E-45  9.275659E-46  7.471108E-46  6.116839E-46
  4.893092E-46  4.167956E-46  3.368931E-46  2.801859E-46  2.345839E-46  1.988434E-46  1.664315E-46  1.400377E-46
  1.194873E-46  1.051270E-46  8.957959E-47  7.668712E-47  6.814370E-47  6.157025E-47  5.434441E-47  5.129300E-47
  4.390056E-47  4.197095E-47  3.943437E-47  4.123865E-47  3.818344E-47  4.238318E-47  4.613720E-47  5.001255E-47
  3.589295E-47  6.093224E-47  5.181954E-47  3.920982E-47  3.197102E-47  2.902298E-47  2.605719E-47  2.360794E-47
  1.888554E-47  2.609385E-47  2.305412E-47  1.706031E-47  1.599157E-47  1.591049E-47  1.752061E-47  2.122806E-47
  1.340984E-47  2.326897E-47  1.845722E-47  1.415165E-47  1.252691E-47  1.322383E-47  1.428329E-47  1.579864E-47
  1.141068E-47  1.512466E-47  1.360123E-47  1.254146E-47  1.337259E-47  1.439910E-47  1.897367E-47  2.105664E-47
  1.262738E-47  1.902890E-47  1.847929E-47  1.931678E-47  1.595950E-47  1.398380E-47  1.394310E-47  1.378157E-47
  1.126209E-47  1.261122E-47  1.216942E-47  1.207881E-47  1.157479E-47  1.228281E-47  1.330859E-47  1.521240E-47
  1.053247E-47  1.355502E-47  1.283466E-47  1.263358E-47  1.291689E-47  1.296162E-47  1.268767E-47  1.317693E-47
  1.227309E-47  1.486179E-47  1.516220E-47  1.828580E-47  1.830784E-47  1.869960E-47  2.765408E-47  3.773158E-47
  2.135304E-47  4.140492E-47  3.107226E-47  1.961617E-47  2.002207E-47  1.920222E-47  1.647244E-47  1.806409E-47
  1.407841E-47  1.620220E-47  1.506700E-47  1.544232E-47  1.508582E-47  1.472699E-47  1.622722E-47  1.766764E-47
  1.345346E-47  1.606626E-47  1.585848E-47  1.505458E-47  1.405472E-47  1.509876E-47  2.153139E-47  2.662976E-47
  1.394632E-47  2.205493E-47  1.987150E-47  1.596739E-47  1.563658E-47  1.828045E-47  2.155666E-47  2.309667E-47
  1.783200E-47  2.636497E-47  2.386421E-47  1.768091E-47  1.644855E-47  1.784727E-47  1.829319E-47  1.906795E-47
  1.539351E-47  2.004840E-47  1.854792E-47  1.740992E-47  1.596791E-47  1.658188E-47  1.736377E-47  1.936793E-47
  1.617545E-47  1.852773E-47  1.778480E-47  1.885230E-47  1.743320E-47  1.825630E-47  1.897244E-47  2.032998E-47
  2.040534E-47  2.406894E-47  2.347958E-47  2.415284E-47  2.726793E-47  3.354752E-47  4.048096E-47  4.600063E-47
  0.849999999999996     
  5.985842E-15  1.661744E-15  4.831628E-15  3.955948E-15  4.704357E-15  3.402407E-15  1.827594E-15  1.401311E-15
  1.173890E-15  1.299937E-15  1.091087E-15  9.126620E-16  7.067024E-16  5.299478E-16  3.338012E-16  1.775869E-16
  9.564139E-17  4.701299E-17  1.946040E-17  7.184789E-18  2.657200E-18  8.441478E-19  2.229149E-19  5.967726E-20
  1.351789E-20  2.991432E-21  5.070846E-22  8.081548E-23  1.151027E-23  1.446478E-24  1.546808E-25  1.436382E-26
  1.303837E-27  1.145080E-28  1.167371E-29  1.494877E-30  2.763301E-31  6.108262E-32  1.659830E-32  4.812030E-33
  1.679273E-33  5.744999E-34  2.173030E-34  8.735735E-35  3.547959E-35  1.589532E-35  6.843231E-36  3.222621E-36
  1.556546E-36  7.660074E-37  3.793408E-37  1.944186E-37  1.045370E-37  5.484502E-38  3.010603E-38  1.663531E-38
  9.758337E-39  5.666214E-39  3.244125E-39  1.906200E-39  1.155783E-39  6.971630E-40  4.296589E-40  2.648463E-40
  1.687275E-40  1.107389E-40  6.840693E-41  4.545783E-41  2.924060E-41  1.975702E-41  1.300896E-41  8.684930E-42
  6.078150E-42  4.164754E-42  2.915612E-42  1.978596E-42  1.415319E-42  9.911022E-43  6.938309E-43  5.036333E-43
  3.594841E-43  2.649809E-43  1.909844E-43  1.402793E-43  1.032303E-43  7.772369E-44  5.822585E-44  4.362444E-44
  3.290502E-44  2.522518E-44  1.927026E-44  1.465306E-44  1.133233E-44  8.742588E-45  6.882112E-45  5.390554E-45
  4.271549E-45  3.434097E-45  2.745138E-45  2.155023E-45  1.734011E-45  1.413905E-45  1.132917E-45  9.251608E-46
  7.420863E-46  6.295748E-46  5.121349E-46  4.271071E-46  3.564806E-46  3.016372E-46  2.541194E-46  2.151113E-46
  1.839775E-46  1.624825E-46  1.379983E-46  1.184004E-46  1.056550E-46  9.616849E-47  8.653099E-47  8.170048E-47
  7.060395E-47  6.731784E-47  6.351169E-47  6.752840E-47  6.339340E-47  7.171155E-47  7.692701E-47  8.520598E-47
  6.139228E-47  1.099738E-46  8.714619E-47  6.732019E-47  5.402219E-47  4.989948E-47  4.381593E-47  4.109862E-47
  3.425925E-47  4.444223E-47  3.899176E-47  2.916636E-47  2.648788E-47  2.767626E-47  2.995886E-47  3.637136E-47
  2.475781E-47  4.045914E-47  3.115636E-47  2.421562E-47  2.119246E-47  2.277752E-47  2.512975E-47  2.746722E-47
  2.061736E-47  2.639284E-47  2.387845E-47  2.154984E-47  2.303361E-47  2.548890E-47  3.463920E-47  3.576718E-47
  2.874309E-47  3.385712E-47  3.165407E-47  3.453967E-47  2.802741E-47  2.494080E-47  2.499763E-47  2.429001E-47
  2.330238E-47  2.232210E-47  2.167858E-47  2.147170E-47  1.990957E-47  2.148130E-47  2.359241E-47  2.643732E-47
  2.041293E-47  2.379599E-47  2.247342E-47  2.257990E-47  2.270857E-47  2.283673E-47  2.268469E-47  2.349790E-47
  2.336010E-47  2.636611E-47  2.683194E-47  3.210513E-47  3.217935E-47  3.310286E-47  4.918894E-47  6.673584E-47
  4.046916E-47  7.540166E-47  5.540361E-47  3.514259E-47  3.627310E-47  3.454931E-47  2.928916E-47  3.274776E-47
  2.542640E-47  2.863208E-47  2.671508E-47  2.681357E-47  2.725527E-47  2.561954E-47  2.872480E-47  3.063858E-47
  2.952824E-47  2.877692E-47  2.814160E-47  2.679418E-47  2.537159E-47  2.648463E-47  3.927793E-47  4.758328E-47
  2.553445E-47  3.839359E-47  3.487277E-47  2.843351E-47  2.745966E-47  3.244282E-47  3.712834E-47  4.120230E-47
  3.635042E-47  4.614761E-47  4.206111E-47  3.152129E-47  2.966744E-47  3.158072E-47  3.252840E-47  3.350939E-47
  2.780567E-47  3.555704E-47  3.269053E-47  3.066301E-47  2.779370E-47  2.910394E-47  3.075543E-47  3.444238E-47
  3.413027E-47  3.280634E-47  3.176518E-47  3.316546E-47  3.163919E-47  3.209797E-47  3.372310E-47  3.654763E-47
  3.610200E-47  4.261862E-47  4.175646E-47  4.431810E-47  4.844723E-47  5.707628E-47  7.049211E-47  8.067649E-47
  0.859999999999996     
  1.054553E-14  2.974701E-15  8.606437E-15  7.027703E-15  8.301963E-15  5.971412E-15  3.202135E-15  2.459999E-15
  2.067418E-15  2.291873E-15  1.913976E-15  1.592738E-15  1.222881E-15  9.096048E-16  5.665574E-16  2.981538E-16
  1.588027E-16  7.692817E-17  3.141625E-17  1.143335E-17  4.163215E-18  1.298900E-18  3.367308E-19  8.835877E-20
  1.959593E-20  4.235579E-21  6.995319E-22  1.083962E-22  1.501696E-23  1.830573E-24  1.893872E-25  1.703540E-26
  1.510633E-27  1.324431E-28  1.394078E-29  1.863897E-30  3.601566E-31  8.215327E-32  2.268798E-32  6.637974E-33
  2.347280E-33  8.112054E-34  3.080746E-34  1.253827E-34  5.107918E-35  2.289785E-35  9.887800E-36  4.687994E-36
  2.275890E-36  1.121566E-36  5.559686E-37  2.838841E-37  1.542313E-37  8.147013E-38  4.440419E-38  2.466305E-38
  1.454320E-38  8.419882E-39  4.838626E-39  2.846292E-39  1.729996E-39  1.049408E-39  6.428745E-40  3.986159E-40
  2.533611E-40  1.655892E-40  1.027812E-40  6.812338E-41  4.404521E-41  2.987711E-41  1.955804E-41  1.314407E-41
  9.269141E-42  6.233234E-42  4.387262E-42  2.968105E-42  2.121247E-42  1.492613E-42  1.046724E-42  7.544704E-43
  5.460119E-43  4.004551E-43  2.913796E-43  2.134897E-43  1.570022E-43  1.189077E-43  8.859314E-44  6.550757E-44
  4.987871E-44  3.779428E-44  2.884873E-44  2.206724E-44  1.704987E-44  1.326006E-44  1.041303E-44  8.165594E-45
  6.466795E-45  5.200039E-45  4.124101E-45  3.247629E-45  2.618573E-45  2.140185E-45  1.718068E-45  1.397675E-45
  1.125294E-45  9.568590E-46  7.754625E-46  6.461425E-46  5.422322E-46  4.624011E-46  3.865908E-46  3.296960E-46
  2.822296E-46  2.503895E-46  2.142875E-46  1.847287E-46  1.668501E-46  1.510207E-46  1.345857E-46  1.293060E-46
  1.098296E-46  1.074881E-46  1.007258E-46  1.106775E-46  1.047610E-46  1.194111E-46  1.300177E-46  1.464835E-46
  1.060515E-46  1.832332E-46  1.559535E-46  1.142962E-46  8.998758E-47  8.411425E-47  7.403353E-47  6.982647E-47
  5.408043E-47  7.749448E-47  6.694214E-47  4.937891E-47  4.527454E-47  4.674813E-47  5.080734E-47  6.271784E-47
  4.166753E-47  6.833044E-47  5.333228E-47  4.093031E-47  3.776512E-47  3.869050E-47  4.186417E-47  4.791233E-47
  3.526218E-47  4.739356E-47  4.102915E-47  3.779013E-47  4.077039E-47  4.527266E-47  5.841036E-47  6.305553E-47
  4.361118E-47  6.078997E-47  5.480403E-47  5.952091E-47  4.788536E-47  4.358714E-47  4.350994E-47  4.293976E-47
  3.447478E-47  3.872629E-47  3.737516E-47  3.704990E-47  3.649711E-47  3.766961E-47  4.120301E-47  4.756190E-47
  3.418669E-47  4.119051E-47  3.957558E-47  3.883412E-47  4.023197E-47  3.978311E-47  3.983473E-47  4.188039E-47
  3.701221E-47  4.667681E-47  4.726085E-47  5.574906E-47  5.471694E-47  5.682525E-47  8.802617E-47  1.201945E-46
  9.347976E-47  1.340761E-46  9.633827E-47  6.197364E-47  6.301991E-47  6.004550E-47  5.144172E-47  5.708400E-47
  4.413798E-47  5.008690E-47  4.789176E-47  4.737958E-47  4.671010E-47  4.561040E-47  5.051714E-47  5.411632E-47
  4.196914E-47  5.059887E-47  4.931464E-47  4.732641E-47  4.481902E-47  4.714077E-47  6.920608E-47  8.449122E-47
  4.407785E-47  6.872144E-47  6.204525E-47  4.959187E-47  4.830437E-47  5.620870E-47  6.703064E-47  7.285077E-47
  6.447520E-47  8.244684E-47  7.426017E-47  5.529375E-47  5.281576E-47  5.490335E-47  5.716711E-47  5.860111E-47
  4.661299E-47  6.257570E-47  5.733142E-47  5.337777E-47  4.887448E-47  5.124723E-47  5.305155E-47  5.927868E-47
  4.931269E-47  5.659807E-47  5.544389E-47  5.758999E-47  5.357409E-47  5.531309E-47  5.934090E-47  6.299415E-47
  6.479774E-47  7.574470E-47  7.267162E-47  7.523645E-47  8.297055E-47  1.019708E-46  1.243528E-46  1.426107E-46
  0.869999999999996     
  1.852250E-14  5.308630E-15  1.528152E-14  1.244503E-14  1.460393E-14  1.044747E-14  5.594216E-15  4.306344E-15
  3.630465E-15  4.027858E-15  3.346260E-15  2.770008E-15  2.108608E-15  1.555664E-15  9.580942E-16  4.986930E-16
  2.626683E-16  1.253855E-16  5.051405E-17  1.811888E-17  6.495133E-18  1.989924E-18  5.063532E-19  1.302085E-19
  2.826652E-20  5.965886E-21  9.597482E-22  1.445358E-22  1.947284E-23  2.301779E-24  2.303709E-25  2.008924E-26
  1.744652E-27  1.534453E-28  1.676050E-29  2.340374E-30  4.711494E-31  1.107024E-31  3.097496E-32  9.185122E-33
  3.281808E-33  1.154665E-33  4.370010E-34  1.797710E-34  7.325553E-35  3.301027E-35  1.423177E-35  6.828632E-36
  3.312801E-36  1.640608E-36  8.203844E-37  4.132897E-37  2.270775E-37  1.207674E-37  6.558587E-38  3.655455E-38
  2.159545E-38  1.257436E-38  7.180789E-39  4.265927E-39  2.608437E-39  1.566838E-39  9.685349E-40  5.968276E-40
  3.819091E-40  2.482527E-40  1.529599E-40  1.022790E-40  6.563429E-41  4.495388E-41  2.926985E-41  1.976066E-41
  1.392895E-41  9.225049E-42  6.564038E-42  4.444410E-42  3.172912E-42  2.236014E-42  1.574561E-42  1.135580E-42
  8.227148E-43  6.012563E-43  4.383438E-43  3.225249E-43  2.362810E-43  1.785862E-43  1.330255E-43  9.862394E-44
  7.500706E-44  5.725901E-44  4.402489E-44  3.375708E-44  2.603820E-44  2.023003E-44  1.574202E-44  1.236074E-44
  9.742902E-45  7.835880E-45  6.292764E-45  4.939678E-45  4.017884E-45  3.241186E-45  2.605490E-45  2.140692E-45
  1.715881E-45  1.463289E-45  1.184976E-45  9.892217E-46  8.309781E-46  7.065812E-46  5.943283E-46  5.058812E-46
  4.374503E-46  3.865486E-46  3.298127E-46  2.846260E-46  2.549962E-46  2.356539E-46  2.129854E-46  2.053487E-46
  1.786782E-46  1.727956E-46  1.647239E-46  1.819829E-46  1.782360E-46  2.019028E-46  2.201904E-46  2.509027E-46
  1.454196E-46  3.195880E-46  2.580113E-46  1.980742E-46  1.534886E-46  1.454946E-46  1.243846E-46  1.166836E-46
  9.268094E-47  1.312385E-46  1.148345E-46  8.304511E-47  7.683227E-47  7.996313E-47  8.798666E-47  1.089774E-46
  7.084159E-47  1.190443E-46  9.090006E-47  7.060568E-47  6.164628E-47  6.652546E-47  7.213627E-47  8.167547E-47
  5.662627E-47  7.956628E-47  7.119510E-47  6.414024E-47  7.016928E-47  7.820824E-47  1.036981E-46  1.145036E-46
  6.449388E-47  1.065075E-46  9.865201E-47  1.055138E-46  8.482687E-47  7.547543E-47  7.506218E-47  7.530910E-47
  6.156416E-47  6.973653E-47  6.576384E-47  6.494194E-47  6.265250E-47  6.650903E-47  7.238317E-47  8.278177E-47
  5.826461E-47  7.401351E-47  6.990064E-47  6.921852E-47  6.910516E-47  7.055515E-47  6.985780E-47  7.147777E-47
  6.559965E-47  8.053233E-47  8.111342E-47  1.011149E-46  9.850107E-47  1.035980E-46  1.560592E-46  2.091931E-46
  9.791846E-47  2.309820E-46  1.726941E-46  1.090147E-46  1.126691E-46  1.060754E-46  9.090925E-47  9.875894E-47
  7.405330E-47  8.854644E-47  8.241389E-47  8.312128E-47  8.158415E-47  8.027440E-47  8.862236E-47  9.615401E-47
  7.594868E-47  8.861772E-47  8.676305E-47  8.189472E-47  7.702665E-47  8.125743E-47  1.204501E-46  1.477246E-46
  7.404535E-47  1.181978E-46  1.072364E-46  8.724226E-47  8.692447E-47  9.917366E-47  1.152652E-46  1.251795E-46
  8.973641E-47  1.469160E-46  1.311763E-46  9.702278E-47  9.212222E-47  9.683449E-47  9.988877E-47  1.030706E-46
  8.210798E-47  1.090294E-46  1.002912E-46  9.398049E-47  8.655312E-47  9.024307E-47  9.234688E-47  1.063101E-46
  9.395969E-47  1.015384E-46  9.781256E-47  1.017584E-46  9.330814E-47  9.806612E-47  1.023141E-46  1.100923E-46
  1.070337E-46  1.322030E-46  1.266634E-46  1.311911E-46  1.476384E-46  1.888326E-46  2.110709E-46  2.387119E-46
  0.879999999999996     
  3.243647E-14  9.444861E-15  2.704822E-14  2.196907E-14  2.560835E-14  1.822233E-14  9.745268E-15  7.517417E-15
  6.356822E-15  7.056424E-15  5.830994E-15  4.801026E-15  3.623147E-15  2.651166E-15  1.614342E-15  8.310067E-16
  4.328230E-16  2.035724E-16  8.089844E-17  2.859576E-17  1.009057E-17  3.035396E-18  7.579915E-19  1.909812E-19
  4.057309E-20  8.359371E-21  1.309594E-21  1.915948E-22  2.509778E-23  2.875755E-24  2.784132E-25  2.356373E-26
  2.010004E-27  1.782848E-28  2.029098E-29  2.959242E-30  6.183062E-31  1.493341E-31  4.224738E-32  1.276009E-32
  4.590405E-33  1.651452E-33  6.206221E-34  2.574587E-34  1.047575E-34  4.760393E-35  2.045793E-35  9.938811E-36
  4.800785E-36  2.392537E-36  1.211969E-36  6.022585E-37  3.329491E-37  1.776273E-37  9.686753E-38  5.401850E-38
  3.184491E-38  1.873569E-38  1.059096E-38  6.348237E-39  3.900453E-39  2.310309E-39  1.449324E-39  8.834630E-40
  5.699340E-40  3.707022E-40  2.261486E-40  1.526787E-40  9.711945E-41  6.675545E-41  4.357019E-41  2.931299E-41
